title,lyrics,album,year,sentiment
Maga Dog,"1 ContributorMaga Dog LyricsSorry fe maga dog, maga dog, turn 'round bite you
Sorry fe maga dog, maga dog, turn 'round bite you
And if you jump out a frying pan, ya bound, to drop in a fire
You jump out a frying pan, ya bound, to drop in a fire
When I was with you, you was big and fat
Now you look like wet daddy's rat
Gal, I beg you let go my heart
Can't go on and find a good man
Sorry fe maga dog, maga dog, turn round bite you
Sorry fe maga dog, maga dog, turn round bite you
Sorry fe maga dog, maga dog, turn 'round bite you

And if you jump in maga dog, maga dog, turn 'round bite you
And if you jump out a frying pan, you're bound to drop in a fire
And if you jump out a frying pan, you're bound to drop in a fire
When I was with you, you was big and fat
Now you look like wet daddy's rat
Gal, I beg you let go my heart
Can't go on and find a good man, he say
Sorry fe maga dog, maga dog, turn round bite you
Sorry fe maga dog, maga dog, turn round bite youYou might also likeEmbed",,,-0.17000000000000007
Treat Me Right,"1 ContributorTreat Me Right LyricsYou want me to leave, you want me to stay
You ask me to come back, then you turn and walk away
You wanna be lovers, then you wanna be friends
I'm losin' my patience, you're nearin' the end

One of these days you're gonna reach out and find
The one that you count on has left you behind
Don't wanna be no mother, you know I'm no saint
Oh my, my baby, before it's too late

Treat me right, treat me right, open your eyes, maybe you'll see the light

Do you think I'm a fool, well you'd better think twice
I've had enough, baby, it's time you realize
That you can't have it both ways, that's no way to live
You've done all the takin', it's your turn to give

One of these days you're gonna reach out and find
The one that you count on has left you behind
Don't wanna be no mother, you know I'm no saint
Oh my, my baby, before it's too late

Treat me right, treat me right
Open your eyes, maybe you'll see the light, oh, treat me right

You want me to leave, you want me to stay
You ask me to come back, you turn and walk away
You wanna be lovers, then you wanna be friends
I'm losin' my patience, you're nearin' the end
You might also likeTreat me right, treat me right
Open your eyes, maybe you'll see the light, oh, treat me right

Treat me right, treat me right
Treat me right, treat me rightEmbed",,,0.1332736229287953
Keep on Moving (dub version),"1 ContributorKeep on Moving (dub version) LyricsLord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me

I've been accused for the killin'
Lord knows I didn't do
For hangin' me, they are willin', yeah, yeah
And that's why I've got to get on thru
Lord, they're coming after me (a-one more time)

(I say) Lord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me

(Now, listen) I've got two boys and a woman
They're just gonna suffer now
Lord, forgive me for not goin' back
But I'll be there anyhow
I'll be there anyhow (one more time)

(I say) Lord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me
You might also likeNow, maybe someday I'll find a piece of land
Somewhere not by near anyone
Then I'll send for my love, love, love, love, sweet woman
And my two grown up son
My two grown up son (yeah, yeah ...)

(I say now) Lord I've got to keep on moving ...Embed",,,0.24861111111111112
Zig Zag,"1 ContributorZig Zag Lyrics[Intro]
You should smokes with me

[Chorus]
The chronic's blowing
The chronic's blowing
The chronic's blowing
The chronic's blowing (It blows my mind)

[Verse 1 - Snoop Dogg]
Blowing chronic to me, it's like a tradition to me
I got the pi-doun, so sit down and listen to me
Don't go against me fool, go wit me
We could blow it all together like Bobby Brown and Whitney
Yeah, we got something in common
They could search a nigga, but they never finding my bomb and
I got the stash, spot, my cash got
Lot of motherfuckas pulling, police shots
I'm not The One nigga you could call me The Two
Bob Marley reincarnated, pupils dialated
Emancipated, concentrated, debated, rated many times
You suprised how I made it, huh?
You hate it, huh, but you know, I ain't even trippin
I'm spliting that Swisha up, plotting on the come up
I'm living my life, and never putting my gun up
Dranking my drink, and I'ma smoke that blunt
You might also like[Chorus]

[Verse 2 - Snoop Dogg]
The greener the tree, the better the bud
The strength of the branch, will tell you how chronic it was
I'm - buzzing high, sliding, slippin
Gotcha listening to Snoop and now you feel like you crippin
It's all to the good, the dash is wood
You got some hoes in ya truck and now ya ready to fuck
But, they frontin and fakin, and time is waistin
She don't wanna give ya number now she hollin at Jason
Now don't get mad, just roll to the pad
And keep a G on the bitch and roll another dub bag
(My nigga) light that shit, hit that bitch
Then past it to ya homie like playa, pimp (blaze that bitch)
And when you get dizzone, crack the do'
And let me get a little snizzle
'Cause ain't no fun, if the homies can't get none
Puff, puff, pass my nigga, one lizza

[Chorus]

[Bridge x2]
Do you wanna smoke wit me (Do you wanna?)
Come and keep me company
Baby come and fuck with me
You should smokes with me
[Verse 3 - Snoop Dogg]
It's the diabolical, chronical, mythological
Psychological, make a model hoe, fuck a G
Pre-medical, steady slow those, ready can get it
Teacher taught it to those with mind apparatus
My status has been the baddest ever since I intro'd
I'm that nigga that brought y'all the info
On the Chucks, French braids, and endo
Big Snoop Dogg with the fog on the window
Spell ya name in it, put ya face in it
And hang with the nigga with the gang bang spinach
Drag it, blunt wrap it, or zig-zag it
Don't really matter even if it's in the package
Put it to the side, so when ya boy hit the Eastside
I'm look for the firefied cheefa
Aiyyo Pharrell, gimme that VA discount
I'm tryna bounce wit the whole ounce (smoke me out)

[Chorus]

[Bridge x2]

[Hook]
Do ya, do ya, do ya, do ya, do ya
Do you think that you could fuck with we (Star Trak)
(Yeah Pharrell this that shit right here)
And BBC - nigga
[Chorus x2] + {*Snoop ad-libs*}
[Outro - Snoop Dogg]
Dranking our drank
Ya dig what I'm sayin?
We ain't gon' never sing
We gon' still flow
Cause we always hit the right note
(It blows my mind)
That's real shit, Pharrell you my loc'
And that's for life my nigga
Haha, Gangsta Gumpo
Neptunes, Star Trak
(It blows my mind)
Billionaire Boys Club, DPG
Doggy Style Records, ooh wee
(It blows my mind)..
[laughs]Embed",,,-0.03656125992063493
Rainbow Country (Red Gold and Green version),"1 ContributorRainbow Country (Red Gold and Green version) LyricsHey Mr. Music
Ya sure sound good to me
I can't refuse it
What have we got to be

Feel like dancing
Dance cause we are free

I got my own
In the promise land
But I feel at home
Can you overstand

Until the road is rocky
Sure feels good to me
And if your lucky
Together we'd always be

I will ride it
The sun is a risin
The sun is a risin

I will ride it
I will ride it

I will ride it
I will ride it
You might also likeRainbow country
Rainbow country

Rainbow country
Rainbow country

Hey mr. music
Ya sure sound good to me
I can't refuse it
What have we got to be

Feel like dancing
Dance cause we are free

I got my own
In the promise land
I feel at home
Can you understand

Until the road is rock
Sure feels good to me
And if I'm lucky
Together we'd always be

I will ride it
The sun is a risin
The sun is a risin
Moon is a risin
I will ride it
I will ride it

I will ride it
I will ride it

Until the road is rocky
Sure feels good to me
And if I'm lucky
Together we'd always be

I will ride it
Rainbow country
Rainbow yountry
Rainbow country

Sun is a risin
Sun is a risin
Moon is a risin
Sun is a risin
Sun is a risin

Sun is a risin
Rainbow country
Rainbow country
Rainbow country
Rainbow country

Rainbow country
Rainbow country

Sayin, hey mr. music
Sure sound good to me
I can't refuse it
Cause, what have we got to be

Feel like dancing
Dance cause we are free

Got my own
In the promise land
Feel at home
Can u understand

Until the road is rocks
Sure feels good to me
And if I'm lucky
Together we'd always be

Rainbow country
Rainbow country

Rainbow country...Embed",,,0.4735632183908046
White Christmas,"2 ContributorsWhite Christmas LyricsI'm dreaming of a white Christmas
Not like the ones I used to know
Where the tree tops glisten
And children listen
To hear sleigh bells in the snow

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all
Your Christmases be white

I'm dreaming of a white Christmas
Not like the ones I used to know
Where the tree tops glisten
And children listen
To hear sleigh bells in the snow

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases
May all your Christmases
May all your Christmases
May all your Christmases be white
You might also likeI'm dreaming of a white
Christmas with you
Jingle Bells
All the way, all the wayEmbed",,,0.15555555555555556
Sun Is Shining (Maori Mix),"1 ContributorSun Is Shining (Maori Mix) LyricsSun is shining...

[x2]
Sun is shining, the weather is sweet
Make you want to move your dancing feet
When the morning gathers the rainbow
Want you to know I'm a rainbow too

I'm a rainbow too...

Sun is shining...

Sun is shining, the weather is sweet
Make you want to move your dancing feet
When the morning gathers the rainbow
Want you to know I'm a rainbow too

I'm a rainbow too...You might also likeEmbed",,,0.35
What Am I Supposed To Do,"1 ContributorWhat Am I Supposed To Do LyricsWhat am I to do, my dear
So that I may win your love?
What am I to do, my dear
So that I may win your love?

You're jumping 'round like a lamb
Just because you put me in [Incomprehensible]
And I'll live my life the way that I want
But I just got to hold you and it's a sin to talk so

What am I to do, my dear
So that I may win your love?
What am I to do, my dear
So that I may win your love?

I will send for you and you make me feel so blue
Little dear, what do you want me to do?
[Incomprehensible] just to see me through
But I can't say that I'm keen and so blue so, yeah

What am I to do, my dear
So that I may win your love?
What am I to do, my dear
So that I may win your love?

Now you're jumping 'round like a lamb
Just because you take me in [Incomprehensible]
And I'll live my life the way that I want
But I just gone through love and it is here to talk, so
You might also likeWhat am I to do, my dear
So that I may win your love?Embed",,,0.41834415584415585
Steppin’ Razor,"1 ContributorSteppin’ Razor LyricsIf you wanna live
Treat me good
If you wanna live, and live, and live
Treat me good

I'm like a walkin' razor
Don't watch my size, I'm dangerous
I'm like a walkin' razor
Don't watch my size, I'm dangerous

If you are a bully
I beg you look for me good
If you are a bully, a folly, a bully
Treat me good

I'm like a steppin' razor
Don't watch my size, I'm dangerous
I'm like a steppin' razor
Don't watch my size, I'm dangerous

You are a bully
Treat me good
If you are a bully, a bully, a bully
Look for me good

I'm like a walkin' razor
Don't watch my size, I'm dangerous
I'm like a walkin' razor
Don't watch my size, I'm dangerous
You might also like[Incomprehensible]
I beg you look for me good
Be quiet
I beg you treat me good

I'm like a stepin' razor
Don't watch my size, I'm dangerous
I'm like a stepin' razor
Don't watch my size, I'm dangerousEmbed",,,0.09727272727272726
THREE LITTLE BIRDS Lyrics,"1 ContributorTHREE LITTLE BIRDS Lyrics Lyrics☆CHORUS:
Don't worry about a thing
Cause every	little thing
Gonna be alright
Singing’ don't worry about a thing
Cause every little thing
Gonna be alright

☆VERSE I:
Rise	up this mornin'
Smiled with the risin’ sun
Three little birds
Pitch by	my doorstep
Singin' sweet songs
Of melodies	pure and true
Saying
(this is my message to you)

☆CHORUS:
Singing'	don't worry
About a thing
Cause every	little thing
Gonna be alright
Singing'	don't worry	(don't worry)
About a  thing
Cause every little thing
Gonna be alright
You might also like☆VERSE II:
Rise	up this mornin'
Smiled with the risin’ sun
Three little birds
Pitch by	my	doorstep
Singin’ sweet songs
Of	melodies pure and true
Sayin'
This	is my message to	you

☆CHORUS:
Singin’ don't worry
About a	thing, (worry	about  a thing)
Oh Evеry little thing
Gonna be alright
Don't worry

Singin'
Don’t worry about a thing
I won't worry
Cause еvery	little thing
Gonna be alright
Singin' don't	worry
About a thing
Cause every	little thing
Gonna be alright
I won't worry
Singin'
Don't worry	about a thing
Cause every little thing
Gonna be alright
Singin' don't	worry
About a thing, oh	no
'Cause every	little thing
Gonna be alrightEmbed",,,0.038928571428571423
Reggae on Broadway,"1 ContributorReggae on Broadway LyricsEh-eh! ooh, Lord
Eh-eh, mama, eh!
Get out on the floor
And you give me some-a more now
Get out on the floor, baby
Come on, give me some-a more now. Uh!
I'm in the groove
To give you some-a love-a now
I'm in the groove, baby
I'm gonna give you some-a love now
I go down, down, down, down
Down, down, down, down, down! (Eh, ooh, I like it)
Get down! (Eh-eh, baby, look g'yeah now!)
Reggae is on Broadway (where you take it?)
Reggae is on Broadway (good Lord)
Reggae is on Broadway (look g'yeah now!)
Reggae is on Broadway (give it to me baby!)
Reggae is on Broadway (where you take it?)
Reggae is on Broadway (ruba-ba-ba!)
Eh, ah!
... , uh! Eh!
I'm in the mood
To give you some food now
Get on the floor, baby
I said you give me it once more now
I'm on the groove
To give you some-a good-a love
I'm on the mood, baby
I'm gonna give you, give you love now. Eh!
Down, down, down, down, (don't ... me)
Down, down (whoa!), down, down (take it or leave it, baby), down! (Eh-eh!)
Get down! (Eh! Baby!)
Reggae is on Broadway (Reggae is on Broadway!)
Reggae is on Broadway (can you hear me?)
Reggae is on Broadway (Reggae on Broadway!)
Reggae is on Broadway (I tell you)
Reggae is on Broadway
I say, Reggae is on Broadway
Uh-uh, good God!
Reggae is on Broadway
Reggae is on Broadway (Reggae on Broadway)
Reggae is on Broadway
Reggae is on Broadway (Reggae, reggae is on Broadway)
Reggae is on Broadway (yeh g'yeah!)
Reggae is on Broadway (Reggae on Broadway!)
Reggae is on Broadway
Reggae is on Broadway, (Reggae, reggae, reggae, reggae, reggae is on Broadway!)
Reggae is on Broadway
Reggae is on Broadway (good Lord)
Reggae is on Broadway (uh, I like it)
Reggae is on Broadway (Reggae on Broadway)
Reggae is on Broadway
Reggae is on Broadway, (Reggae, reggae is on Broadway!)
Reggae is on Broadway
Reggae is on Broadway
Reggae is on Broadway
Reggae is on Broadway
Reggae is on Broadway
/fadeout/You might also likeEmbed",,,0.08420513050766287
What’s New Pussycat,"1 ContributorWhat’s New Pussycat LyricsWhat's new pussycat? Woah
What's new pussycat? Woah
What's new pussycat? Woah, woah

Pussycat, pussycat, I've got flowers
And lots of hours to spend with you
So go and make up your cute little pussycat eyes
Pussycat, pussycat, I love you, oh, yes sweet, I do

What's new pussycat? Woah
What's new pussycat? Woah
What's new pussycat? Woah, woah

Pussycat, pussycat, you're so thrilling
And I'm so willing to care for you
So go and powder your cute little pussycat nose
Pussycat, pussycat, I love you, oh, yes sweet, I do

What's new pussycat? Woah
What's new pussycat? Woah
What's new pussycat? Woah, woah

What's new pussycat? Woah
What's new pussycat? Woah
What's new pussycat? Woah, woah
You might also likePussycat, pussycat, you're so thrilling
And I'm so willing to care for you
So go and powder your cute little pussycat eyes
Pussycat, pussycat, I love you, oh, yes sweet, I do

What's new pussycat? Woah
What's new pussycat? Woah
What's new pussycat? Woah, woahEmbed",,,0.20841619318181823
Dreamland (feat. Bunny Wailer),"2 ContributorsDreamland (feat. Bunny Wailer) LyricsThere's a land that I have heard about
So far across the sea
There's a land that I have heard about
So far across the sea

To have you all, my dreamland
Would be like heaven to me
To have you all, my dreamland
Would be like heaven to me

We'll get our breakfast from the tree
We'll get our honey from the bees
We'll take a ride on the waterfalls
And all the glories, we'll have them all

And we'll live together on that dreamland
And have so much fun
We'll live together on that dreamland
And have so much fun

Oh, what a time that will be
Oh, just you, wait, wait, wait and see
We'll count the stars up in the sky
And surely we'll never die
And surely we'll never die, oh no
And surely we'll never dieYou might also likeEmbed",,,0.03585858585858586
Bass Is Heavy (Rehearsal),"1 ContributorBass Is Heavy (Rehearsal) LyricsThe bass is heavy, the drummer is steady
Riddim runs and it got you on the floor
Cryin out for more
Cause that's the only way, we gonna know for sure
You need some more
So, free your souls and let your spirits grow
Wherever you go
Real

The bass is heavy, the drummer is steady
Riddim runs and it got you on the floor
Cryin out for more
Cause that's the only way, we gonna know for sure
You need some more
So free yourselves and let your spirits grow
Wherever you go

The tension builds, the energy grow, oh
In this situation, we need some kinda protection, eh
Don't get panicky and run in the wrong direction, eh
Jah made man, to rule his destiny
And it's the sacred values of the laws of humanity

The tension builds, the energy grow, oh
In this situation, we need some kinda protection
You might also likeI want nice fe reggae music

The tension builds, the energy grow, oh
Riddim runs and it got you on the floor
Cryin out for more
Cause that's the only way, we gonna know for sure
You need some more, eh
Free your souls and let your spirits grow
Wherever you go

Heavy, the drummer is steady, eh
In this situation, we need some kinda protection, eh
Don't get panicky and run in the wrong direction
Ah mi seh, Jah made man, to rule his destiny
And it's the sacred values of the laws of humanity

Tension builds, the energy grow, eh
In this situation, we need some kinda protection
Don't get panicky and run in the wrong direction
Jah made man, to rule his destiny
And it's the sacred values of the laws of humanity

Oppression, oppression

The pressure is on, the lion is strong, oh
Today, tonight it is the final confrontation
In everyday life, in everyday life becomes and is a human competition
We neither shall
We neither shall beg nor bow to no human institution
And we're having a real
A real good time, yeah
We're having a real
Ah yes, a real good time, hey

The tension builds, the energy grow, oh
In this situation, we need some kinda protection
Mi seh, don't get panicky and run in the wrong direction, oh
Jah made man, to rule his destiny
And it's the sacred values of the laws of humanityEmbed",,,0.1572649572649573
Keep on Moving (Process club mix),"1 ContributorKeep on Moving (Process club mix) LyricsLord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me

I've been accused for the killin'
Lord knows I didn't do
For hangin' me, they are willin', yeah, yeah
And that's why I've got to get on thru
Lord, they're coming after me (a-one more time)

(I say) Lord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me

(Now, listen) I've got two boys and a woman
They're just gonna suffer now
Lord, forgive me for not goin' back
But I'll be there anyhow
I'll be there anyhow (one more time)

(I say) Lord, I've got to keep on moving
Lord, I've got to get on down
Lord, I've got to keep on moving
Where I can't be found
Lord, they're coming after me
You might also likeNow, maybe someday I'll find a piece of land
Somewhere not by near anyone
Then I'll send for my love, love, love, love, sweet woman
And my two grown up son
My two grown up son (yeah, yeah ...)

(I say now) Lord I've got to keep on moving ...Embed",,,0.24861111111111112
Why Should I,"1 ContributorWhy Should I LyricsWhy should I bend down my head and cry?
Why should I bend down my head and cry?
The old world has ended,
The new world has just begun.
And all them people that live therein
Shall live on and on.
One more thing:
Got to get what I need,
Got to get what I want.
Got to get what I need,
Got to get what I want.
Got to get satisfaction,
Got to get the action.
Got love and affection.
One more thing:
Once there was two roads before us
To pick our choice.
But good has overcome bad.
The sheep has heard their master's voice.
So tell me why.
Why should I bend down my head and cry?
No reason why.
Why should I bend down my head and cry?
(Got to move) Got to groove.
Got to get what I want.
What did you say?
Got to get it.
Got to get what I need.
Got to get what I want.
Like I say, got to get it.
Got to get what I need...satisfaction.
The old world has ended,
The new world has just begun.
And all them people that live therein
Shall live on and on.
One more thing:
Why should I bend down my head and cry?
My father is a king.
Why should I bend down my head and cry?
All the riches in the earth.
So tell me why,
Why should I bend down my head and cry?Embed",,,0.09224058769513316
ONE LOVE,"1 ContributorONE LOVE Lyrics☆HOOK:
One love! One heart!
Let's get together and I'll feel alright
Hear the Children Crying
One Love !!
Hear the Children Crying
One Heart !!
SAYING: Give THANKS and
PRAISE to the LORD
And I will Feel Alright
SAYING: Let's get TOGETHER
And Feel Alright
(Wo - Wo - Wo- Wo!!)

☆VERSE I:
Now, let them all pass all their dirty remarks
(one love)
There is one question I'd really like to ask
(one soul)
Is there a place for the hopeless sinner
Who has hurt all mankind just to save the soul?

☆HOOK:
One love! What about the One Heart??
ONE HEART!
What about the - Let's get
TOGETHER and Feel Alright
As it was in the beginning (ONE HEART)
So Shall be it in the End (ONE HEART)
Alright Give THANKS and
PRAISE to the LORD and
I will Fell Alright
Let's get TOGETHER and
Feel Alright
One more thing
You might also like☆VERSE II:
Let's get together to fight this Holy Armagiddyon (One Love!)
So when the Man comes there will be no, no doom (One Song!)
Have pity on those whose chances grows thinner
There is no hiding place from the
Father of Creation
Singing!

☆HOOK:
One Love! What about the one heart? One Heart!
What about the- Let's all get together and feel alright
I'm pleadin' to mankind! (One Love!)
Oh, Lord! (One Heart) Wo-ooh
Give thanks and praise to the Lord and I will feel alright
Let's get together and feel alright
Give thanks and praise to the Lord and I will feel alright
Let's get together and feel alrightEmbed",,,0.34765625000000006
Rainbow Country (ATB mix),"1 ContributorRainbow Country (ATB mix) LyricsHey Mr. Music
Ya sure sound good to me
I can't refuse it
What have we got to be

Feel like dancing
Dance cause we are free

I got my own
In the promise land
But I feel at home
Can you overstand

Until the road is rocky
Sure feels good to me
And if your lucky
Together we'd always be

I will ride it
The sun is a risin
The sun is a risin

I will ride it
I will ride it

I will ride it
I will ride it
You might also likeRainbow country
Rainbow country

Rainbow country
Rainbow country

Hey mr. music
Ya sure sound good to me
I can't refuse it
What have we got to be

Feel like dancing
Dance cause we are free

I got my own
In the promise land
I feel at home
Can you understand

Until the road is rock
Sure feels good to me
And if I'm lucky
Together we'd always be

I will ride it
The sun is a risin
The sun is a risin
Moon is a risin
I will ride it
I will ride it

I will ride it
I will ride it

Until the road is rocky
Sure feels good to me
And if I'm lucky
Together we'd always be

I will ride it
Rainbow country
Rainbow yountry
Rainbow country

Sun is a risin
Sun is a risin
Moon is a risin
Sun is a risin
Sun is a risin

Sun is a risin
Rainbow country
Rainbow country
Rainbow country
Rainbow country

Rainbow country
Rainbow country

Sayin, hey mr. music
Sure sound good to me
I can't refuse it
Cause, what have we got to be

Feel like dancing
Dance cause we are free

Got my own
In the promise land
Feel at home
Can u understand

Until the road is rocks
Sure feels good to me
And if I'm lucky
Together we'd always be

Rainbow country
Rainbow country

Rainbow country...Embed",,,0.5160493827160494
You are you,"1 ContributorYou are you LyricsWhile silent sky keeps birds
You 're going through my eyes
While the water floats Now
I dream about your hair
I think I walk
But I'm not sure
I do not know whether I'm singing
Or when I cry wolf
Whether I'm alive
I do not know
Because you are my golden age
You're my air
You are you
You are you
You are my big time
You know that i love youYou might also likeEmbed",,,0.10833333333333334
Red,2 ContributorsRed LyricsRedYou might also likeEmbed,,,0.0
